ābcd, ābcd, ābcd, empty
ābcd̄ + abc̄d̄ + abcd̄, bcd̄ + acd̄ + abd̄ + abc̄, bcd̄ + abc̄, bcd̄ + abd̄
ābcd̄ + abc̄d̄ + abcd̄ + abcd, bcd̄ + acd̄ + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄ + abcd̄, bcd̄ + acd̄ + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄, bcd̄ + abd̄ + abc̄, bcd̄ + abc̄, bcd̄ + abd̄
ābcd̄ + abc̄d̄ + abcd, bcd̄ + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄, bcd̄ + ab, bcd̄ + ab, empty
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd, ābcd̄ + abcd, ābcd̄ + abcd, empty
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd̄, bcd̄ + acd̄ + abd̄, bcd̄, empty
ābcd̄ + abcd̄ + abcd, bcd̄ + acd̄ + abd̄ + abc, bcd̄ + abc, empty
ābcd̄ + abcd̄, bcd̄ + acd̄ + abd̄ + abc, bcd̄, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abcd, bcd̄ + abc, bcd̄ + abc, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abc̄d, ābcd̄ + ac̄d + abc̄, ābcd̄ + abc̄, ābcd̄ + ac̄d
ābcd̄ + abc̄d + abcd, ābcd̄ + ac̄d + abd + abc̄, ābcd̄ + abd, empty
ābcd̄ + abc̄d, ābcd̄ + ac̄d + abd + abc̄, empty, empty
ābcd̄ + abc̄d + abcd̄, bcd̄ + ac̄d + acd̄ + abd̄ + abc̄, bcd̄ + abc̄, bcd̄ + ac̄d
ābcd̄ + abc̄d + abcd̄ + abcd, bcd̄ + ac̄d + acd̄ + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d + abcd̄, bcd̄ + ac̄d + acd̄ + ab, bcd̄ + ab, bcd̄ + ac̄d
ābcd̄ + abc̄d, bcd̄ + ac̄d + abc̄, bcd̄ + abc̄, bcd̄ + ac̄d
ābcd̄ + abc̄d + abcd, bcd̄ + ac̄d + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d, bcd̄ + ac̄d + ab, bcd̄ + ab, bcd̄ + ac̄d
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd, ābcd̄ + abd, ābcd̄ + abd, empty
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd̄, bcd̄ + acd̄ + abd̄, bcd̄, empty
ābcd̄ + abcd̄ + abcd, bcd̄ + acd̄ + ab, bcd̄ + ab, empty
ābcd̄ + abcd̄, bcd̄ + acd̄ + ab, bcd̄, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abcd, bcd̄ + ab, bcd̄ + ab, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + ab̄cd, ābcd̄ + ab̄d + ab̄c, ābcd̄ + ab̄c, ābcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd, ābcd̄ + acd + ab̄d + ab̄c, ābcd̄ + acd, empty
ābcd̄ + ab̄cd, ābcd̄ + acd + ab̄d + ab̄c, empty, empty
ābcd̄ + ab̄cd + abcd̄, bcd̄ + acd̄ + ab̄d + ab̄c, bcd̄ + ab̄c, bcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd̄ + abcd, bcd̄ + ac + ab̄d, bcd̄ + ac, empty
ābcd̄ + ab̄cd + abcd̄, bcd̄ + ac + ab̄d, bcd̄ + ab̄d, bcd̄ + ac
ābcd̄ + ab̄cd, bcd̄ + ab̄d + ab̄c, bcd̄ + ab̄c, bcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd, bcd̄ + ac + ab̄d, bcd̄ + ac, empty
ābcd̄ + ab̄cd, bcd̄ + ac + ab̄d, bcd̄ + ab̄d, bcd̄ + ac
ābcd̄ + ab̄cd + abc̄d, ābcd̄ + ac̄d + ab̄d + ab̄c, ābcd̄ + ac̄d + ab̄c, ābcd̄ + ac̄d + ab̄d
ābcd̄ + ab̄cd + abc̄d + abcd, ābcd̄ + ad + ab̄c, ābcd̄ + ad, empty
ābcd̄ + ab̄cd + abc̄d, ābcd̄ + ad + ab̄c, ābcd̄ + ad, empty
ābcd̄ + ab̄cd + abc̄d + abcd̄, bcd̄ + ac̄d + acd̄ + ab̄d + ab̄c, bcd̄ + ac̄d + ab̄c, bcd̄ + ac̄d + ab̄d
ābcd̄ + ab̄cd + abc̄d + abcd̄ + abcd, bcd̄ + ad + ac, bcd̄ + ad, empty
ābcd̄ + ab̄cd + abc̄d + abcd̄, bcd̄ + ad + ac, bcd̄ + ad, empty
ābcd̄ + ab̄cd + abc̄d, bcd̄ + ac̄d + ab̄d + ab̄c, bcd̄ + ac̄d + ab̄c, bcd̄ + ac̄d + ab̄d
ābcd̄ + ab̄cd + abc̄d + abcd, bcd̄ + ad + ac, bcd̄ + ad, empty
ābcd̄ + ab̄cd + abc̄d, bcd̄ + ad + ac, bcd̄ + ad, empty
ābcd̄ + ab̄cd, ābcd̄ + ab̄d + ab̄c, ābcd̄ + ab̄c, ābcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd, ābcd̄ + ad + ab̄c, ābcd̄ + ad, empty
ābcd̄ + ab̄cd, ābcd̄ + ad + ab̄c, ābcd̄ + ab̄c, ābcd̄ + ad
ābcd̄ + ab̄cd + abcd̄, bcd̄ + acd̄ + ab̄d + ab̄c, bcd̄ + ab̄c, bcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd̄ + abcd, bcd̄ + ad + ac, bcd̄ + ac, bcd̄ + ad
ābcd̄ + ab̄cd + abcd̄, bcd̄ + ad + ac, bcd̄ + ac, bcd̄ + ad
ābcd̄ + ab̄cd, bcd̄ + ab̄d + ab̄c, bcd̄ + ab̄c, bcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd, bcd̄ + ad + ac, bcd̄ + ac, bcd̄ + ad
ābcd̄ + ab̄cd, bcd̄ + ad + ac, bcd̄ + ac, bcd̄ + ad
ābcd̄ + ab̄cd + abc̄d̄, ābcd̄ + ab̄d + ab̄c + abc̄d̄, ābcd̄ + ab̄c + abc̄d̄, ābcd̄ + ab̄d + abc̄d̄
ābcd̄ + ab̄cd + abc̄d̄ + abcd, ābcd̄ + acd + ab̄d + ab̄c + abc̄d̄, ābcd̄ + acd + abc̄d̄, empty
ābcd̄ + ab̄cd + abc̄d̄, ābcd̄ + acd + ab̄d + ab̄c + abc̄d̄, empty, empty
ābcd̄ + ab̄cd + abc̄d̄ + abcd̄, bcd̄ + acd̄ + ab̄d + ab̄c + abd̄, bcd̄ + ab̄c + abd̄, bcd̄ + ab̄d + abd̄
ābcd̄ + ab̄cd + abc̄d̄ + abcd̄ + abcd, bcd̄ + ac + ab̄d + abd̄, bcd̄ + ac + abd̄, empty
ābcd̄ + ab̄cd + abc̄d̄ + abcd̄, bcd̄ + ac + ab̄d + abd̄, bcd̄ + ab̄d + abd̄, bcd̄ + ac + abd̄
ābcd̄ + ab̄cd + abc̄d̄, bcd̄ + ab̄d + ab̄c + abd̄, bcd̄ + ab̄c + abd̄, bcd̄ + ab̄d + abd̄
ābcd̄ + ab̄cd + abc̄d̄ + abcd, bcd̄ + ac + ab̄d + abd̄, bcd̄ + ac + abd̄, empty
ābcd̄ + ab̄cd + abc̄d̄, bcd̄ + ac + ab̄d + abd̄, bcd̄ + ab̄d + abd̄, bcd̄ + ac + abd̄
ābcd̄ + ab̄cd + abc̄d̄ + abc̄d, ābcd̄ + ac̄d + ab̄d + ab̄c + abc̄, ābcd̄ + ab̄c + abc̄, ābcd̄ + ab̄d + abc̄
ābcd̄ + ab̄cd + abc̄d̄ + abc̄d + abcd, ābcd̄ + ad + ab̄c + abc̄, ābcd̄ + ad + abc̄, empty
ābcd̄ + ab̄cd + abc̄d̄ + abc̄d, ābcd̄ + ad + ab̄c + abc̄, ābcd̄ + ab̄c + abc̄, ābcd̄ + ad + abc̄
ābcd̄ + ab̄cd + abc̄d̄ + abc̄d + abcd̄, bcd̄ + ac̄d + acd̄ + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ābcd̄ + ab̄cd + abc̄d̄ + abc̄d + abcd̄ + abcd, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad + ab
ābcd̄ + ab̄cd + abc̄d̄ + abc̄d + abcd̄, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad + ab
ābcd̄ + ab̄cd + abc̄d̄ + abc̄d, bcd̄ + ac̄d + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ābcd̄ + ab̄cd + abc̄d̄ + abc̄d + abcd, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad + ab
ābcd̄ + ab̄cd + abc̄d̄ + abc̄d, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad + ab
ābcd̄ + ab̄cd + abc̄d̄, ābcd̄ + ab̄d + ab̄c + abc̄, ābcd̄ + ab̄c + abc̄, ābcd̄ + ab̄d + abc̄
ābcd̄ + ab̄cd + abc̄d̄ + abcd, ābcd̄ + ad + ab̄c + abc̄, ābcd̄ + ad + abc̄, empty
ābcd̄ + ab̄cd + abc̄d̄, ābcd̄ + ad + ab̄c + abc̄, ābcd̄ + ab̄c + abc̄, ābcd̄ + ad + abc̄
ābcd̄ + ab̄cd + abc̄d̄ + abcd̄, bcd̄ + acd̄ + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ābcd̄ + ab̄cd + abc̄d̄ + abcd̄ + abcd, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad + ab
ābcd̄ + ab̄cd + abc̄d̄ + abcd̄, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad + ab
ābcd̄ + ab̄cd + abc̄d̄, bcd̄ + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ābcd̄ + ab̄cd + abc̄d̄ + abcd, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad + ab
ābcd̄ + ab̄cd + abc̄d̄, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad + ab
ābcd̄ + ab̄cd, ābcd̄ + ab̄d + ab̄c, ābcd̄ + ab̄c, ābcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd, ābcd̄ + acd + ab̄d + ab̄c, ābcd̄ + acd, empty
ābcd̄ + ab̄cd, ābcd̄ + acd + ab̄d + ab̄c, empty, empty
ābcd̄ + ab̄cd + abcd̄, bcd̄ + acd̄ + ab̄d + ab̄c + abd̄, bcd̄ + ab̄c, bcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd̄ + abcd, bcd̄ + ac + ab̄d + abd̄, bcd̄ + ac, empty
ābcd̄ + ab̄cd + abcd̄, bcd̄ + ac + ab̄d + abd̄, bcd̄ + ab̄d, bcd̄ + ac
ābcd̄ + ab̄cd, bcd̄ + ab̄d + ab̄c, bcd̄ + ab̄c, bcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd, bcd̄ + ac + ab̄d, bcd̄ + ac, empty
ābcd̄ + ab̄cd, bcd̄ + ac + ab̄d, bcd̄ + ab̄d, bcd̄ + ac
ābcd̄ + ab̄cd + abc̄d, ābcd̄ + ac̄d + ab̄d + ab̄c + abc̄, empty, empty
ābcd̄ + ab̄cd + abc̄d + abcd, ābcd̄ + ad + ab̄c + abc̄, ābcd̄ + ad, empty
ābcd̄ + ab̄cd + abc̄d, ābcd̄ + ad + ab̄c + abc̄, ābcd̄ + ab̄c + abc̄, ābcd̄ + ad
ābcd̄ + ab̄cd + abc̄d + abcd̄, bcd̄ + ac̄d + acd̄ + ab̄d + ab̄c + abd̄ + abc̄, empty, empty
ābcd̄ + ab̄cd + abc̄d + abcd̄ + abcd, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad
ābcd̄ + ab̄cd + abc̄d + abcd̄, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad
ābcd̄ + ab̄cd + abc̄d, bcd̄ + ac̄d + ab̄d + ab̄c + abc̄, empty, empty
ābcd̄ + ab̄cd + abc̄d + abcd, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad
ābcd̄ + ab̄cd + abc̄d, bcd̄ + ad + ac + ab, bcd̄ + ac + ab, bcd̄ + ad
ābcd̄ + ab̄cd, ābcd̄ + ab̄d + ab̄c, ābcd̄ + ab̄c, ābcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd, ābcd̄ + ad + ab̄c, ābcd̄ + ad, empty
ābcd̄ + ab̄cd, ābcd̄ + ad + ab̄c, ābcd̄ + ab̄c, ābcd̄ + ad
ābcd̄ + ab̄cd + abcd̄, bcd̄ + acd̄ + ab̄d + ab̄c + abd̄, bcd̄ + ab̄c, bcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd̄ + abcd, bcd̄ + ad + ac + ab, bcd̄ + ac, bcd̄ + ad
ābcd̄ + ab̄cd + abcd̄, bcd̄ + ad + ac + ab, bcd̄ + ac, bcd̄ + ad
ābcd̄ + ab̄cd, bcd̄ + ab̄d + ab̄c, bcd̄ + ab̄c, bcd̄ + ab̄d
ābcd̄ + ab̄cd + abcd, bcd̄ + ad + ac + ab, bcd̄ + ac, bcd̄ + ad
ābcd̄ + ab̄cd, bcd̄ + ad + ac, bcd̄ + ac, bcd̄ + ad
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd, ābcd̄ + acd, ābcd̄ + acd, empty
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd̄, bcd̄ + acd̄, bcd̄, empty
ābcd̄ + abcd̄ + abcd, bcd̄ + ac, bcd̄ + ac, empty
ābcd̄ + abcd̄, bcd̄ + ac, bcd̄, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abcd, bcd̄ + ac, bcd̄ + ac, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abc̄d, ābcd̄ + ac̄d, ābcd̄ + ac̄d, empty
ābcd̄ + abc̄d + abcd, ābcd̄ + ad, ābcd̄ + ad, empty
ābcd̄ + abc̄d, ābcd̄ + ad, ābcd̄ + ad, empty
ābcd̄ + abc̄d + abcd̄, bcd̄ + ac̄d + acd̄, bcd̄ + ac̄d, empty
ābcd̄ + abc̄d + abcd̄ + abcd, bcd̄ + ad + ac, bcd̄ + ad, empty
ābcd̄ + abc̄d + abcd̄, bcd̄ + ad + ac, bcd̄ + ad, empty
ābcd̄ + abc̄d, bcd̄ + ac̄d, bcd̄ + ac̄d, empty
ābcd̄ + abc̄d + abcd, bcd̄ + ad + ac, bcd̄ + ad, empty
ābcd̄ + abc̄d, bcd̄ + ad, bcd̄ + ad, empty
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd, ābcd̄ + ad, ābcd̄ + ad, empty
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd̄, bcd̄ + acd̄, bcd̄, empty
ābcd̄ + abcd̄ + abcd, bcd̄ + ad + ac, bcd̄ + ac, bcd̄ + ad
ābcd̄ + abcd̄, bcd̄ + ac, bcd̄, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abcd, bcd̄ + ad + ac, bcd̄ + ac, bcd̄ + ad
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abc̄d̄, ābcd̄ + abc̄d̄, ābcd̄ + abc̄d̄, empty
ābcd̄ + abc̄d̄ + abcd, ābcd̄ + acd + abc̄d̄, ābcd̄ + acd + abc̄d̄, empty
ābcd̄ + abc̄d̄, ābcd̄ + abc̄d̄, ābcd̄ + abc̄d̄, empty
ābcd̄ + abc̄d̄ + abcd̄, bcd̄ + acd̄ + abd̄, bcd̄ + abd̄, empty
ābcd̄ + abc̄d̄ + abcd̄ + abcd, bcd̄ + ac + abd̄, bcd̄ + ac + abd̄, empty
ābcd̄ + abc̄d̄ + abcd̄, bcd̄ + ac + abd̄, bcd̄ + abd̄, empty
ābcd̄ + abc̄d̄, bcd̄ + abd̄, bcd̄ + abd̄, empty
ābcd̄ + abc̄d̄ + abcd, bcd̄ + ac + abd̄, bcd̄ + ac + abd̄, empty
ābcd̄ + abc̄d̄, bcd̄ + abd̄, bcd̄ + abd̄, empty
ābcd̄ + abc̄d̄ + abc̄d, ābcd̄ + ac̄d + abc̄, ābcd̄ + abc̄, empty
ābcd̄ + abc̄d̄ + abc̄d + abcd, ābcd̄ + ad + abc̄, ābcd̄ + ad + abc̄, empty
ābcd̄ + abc̄d̄ + abc̄d, ābcd̄ + ad + abc̄, ābcd̄ + abc̄, empty
ābcd̄ + abc̄d̄ + abc̄d + abcd̄, bcd̄ + ac̄d + acd̄ + abd̄ + abc̄, bcd̄ + abc̄, bcd̄ + ac̄d + abd̄
ābcd̄ + abc̄d̄ + abc̄d + abcd̄ + abcd, bcd̄ + ad + ac + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄ + abc̄d + abcd̄, bcd̄ + ad + ac + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄ + abc̄d, bcd̄ + ac̄d + abd̄ + abc̄, bcd̄ + abc̄, bcd̄ + ac̄d + abd̄
ābcd̄ + abc̄d̄ + abc̄d + abcd, bcd̄ + ad + ac + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄ + abc̄d, bcd̄ + ad + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄, ābcd̄ + abc̄, ābcd̄ + abc̄, empty
ābcd̄ + abc̄d̄ + abcd, ābcd̄ + ad + abc̄, ābcd̄ + ad + abc̄, empty
ābcd̄ + abc̄d̄, ābcd̄ + abc̄, ābcd̄ + abc̄, empty
ābcd̄ + abc̄d̄ + abcd̄, bcd̄ + acd̄ + abd̄ + abc̄, bcd̄ + abc̄, bcd̄ + abd̄
ābcd̄ + abc̄d̄ + abcd̄ + abcd, bcd̄ + ad + ac + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄ + abcd̄, bcd̄ + ac + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄, bcd̄ + abd̄ + abc̄, bcd̄ + abc̄, bcd̄ + abd̄
ābcd̄ + abc̄d̄ + abcd, bcd̄ + ad + ac + ab, bcd̄ + ab, empty
ābcd̄ + abc̄d̄, bcd̄ + ab, bcd̄ + ab, empty
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd, ābcd̄ + acd, ābcd̄ + acd, empty
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd̄, bcd̄ + acd̄ + abd̄, bcd̄, empty
ābcd̄ + abcd̄ + abcd, bcd̄ + ac + abd̄, bcd̄ + ac, empty
ābcd̄ + abcd̄, bcd̄ + ac + abd̄, bcd̄, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abcd, bcd̄ + ac, bcd̄ + ac, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abc̄d, ābcd̄ + ac̄d + abc̄, ābcd̄ + abc̄, ābcd̄ + ac̄d
ābcd̄ + abc̄d + abcd, ābcd̄ + ad + abc̄, ābcd̄ + ad, empty
ābcd̄ + abc̄d, ābcd̄ + ad + abc̄, ābcd̄ + abc̄, ābcd̄ + ad
ābcd̄ + abc̄d + abcd̄, bcd̄ + ac̄d + acd̄ + abd̄ + abc̄, bcd̄ + abc̄, bcd̄ + ac̄d
ābcd̄ + abc̄d + abcd̄ + abcd, bcd̄ + ad + ac + ab, bcd̄ + ab, bcd̄ + ad
ābcd̄ + abc̄d + abcd̄, bcd̄ + ad + ac + ab, bcd̄ + ab, bcd̄ + ad
ābcd̄ + abc̄d, bcd̄ + ac̄d + abc̄, bcd̄ + abc̄, bcd̄ + ac̄d
ābcd̄ + abc̄d + abcd, bcd̄ + ad + ac + ab, bcd̄ + ab, bcd̄ + ad
ābcd̄ + abc̄d, bcd̄ + ad + ab, bcd̄ + ab, bcd̄ + ad
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd, ābcd̄ + ad, ābcd̄ + ad, empty
ābcd̄, ābcd̄, ābcd̄, empty
ābcd̄ + abcd̄, bcd̄ + acd̄ + abd̄, bcd̄, empty
ābcd̄ + abcd̄ + abcd, bcd̄ + ad + ac + ab, empty, empty
ābcd̄ + abcd̄, bcd̄ + ac + ab, bcd̄, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + abcd, bcd̄ + ad + ac + ab, empty, empty
ābcd̄, bcd̄, bcd̄, empty
ābcd̄ + ab̄c̄d̄, ābcd̄ + ab̄c̄d̄, ābcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abcd, ābcd̄ + ab̄c̄d̄ + abcd, ābcd̄ + ab̄c̄d̄ + abcd, empty
ābcd̄ + ab̄c̄d̄, ābcd̄ + ab̄c̄d̄, ābcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abcd̄, bcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abcd̄ + abcd, bcd̄ + ab̄c̄d̄ + abc, bcd̄ + ab̄c̄d̄ + abc, empty
ābcd̄ + ab̄c̄d̄ + abcd̄, bcd̄ + ab̄c̄d̄ + abc, bcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abcd, bcd̄ + ab̄c̄d̄ + abc, bcd̄ + ab̄c̄d̄ + abc, empty
ābcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d, ābcd̄ + ab̄c̄d̄ + abc̄d, ābcd̄ + ab̄c̄d̄ + abc̄d, empty
ābcd̄ + ab̄c̄d̄ + abc̄d + abcd, ābcd̄ + ab̄c̄d̄ + abd, ābcd̄ + ab̄c̄d̄ + abd, empty
ābcd̄ + ab̄c̄d̄ + abc̄d, ābcd̄ + ab̄c̄d̄ + abd, ābcd̄ + ab̄c̄d̄ + abd, empty
ābcd̄ + ab̄c̄d̄ + abc̄d + abcd̄, bcd̄ + ab̄c̄d̄ + abc̄d, bcd̄ + ab̄c̄d̄ + abc̄d, empty
ābcd̄ + ab̄c̄d̄ + abc̄d + abcd̄ + abcd, bcd̄ + ab̄c̄d̄ + abd + abc, bcd̄ + ab̄c̄d̄ + abd, empty
ābcd̄ + ab̄c̄d̄ + abc̄d + abcd̄, bcd̄ + ab̄c̄d̄ + abd + abc, bcd̄ + ab̄c̄d̄ + abd, empty
ābcd̄ + ab̄c̄d̄ + abc̄d, bcd̄ + ab̄c̄d̄ + abc̄d, bcd̄ + ab̄c̄d̄ + abc̄d, empty
ābcd̄ + ab̄c̄d̄ + abc̄d + abcd, bcd̄ + ab̄c̄d̄ + abd + abc, bcd̄ + ab̄c̄d̄ + abd, empty
ābcd̄ + ab̄c̄d̄ + abc̄d, bcd̄ + ab̄c̄d̄ + abd, bcd̄ + ab̄c̄d̄ + abd, empty
ābcd̄ + ab̄c̄d̄, ābcd̄ + ab̄c̄d̄, ābcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abcd, ābcd̄ + ab̄c̄d̄ + abd, ābcd̄ + ab̄c̄d̄ + abd, empty
ābcd̄ + ab̄c̄d̄, ābcd̄ + ab̄c̄d̄, ābcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abcd̄, bcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abcd̄ + abcd, bcd̄ + ab̄c̄d̄ + abd + abc, bcd̄ + ab̄c̄d̄ + abc, bcd̄ + ab̄c̄d̄ + abd
ābcd̄ + ab̄c̄d̄ + abcd̄, bcd̄ + ab̄c̄d̄ + abc, bcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abcd, bcd̄ + ab̄c̄d̄ + abd + abc, bcd̄ + ab̄c̄d̄ + abc, bcd̄ + ab̄c̄d̄ + abd
ābcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, bcd̄ + ab̄c̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄, ābcd̄ + ac̄d̄, ābcd̄ + ac̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abcd, ābcd̄ + ac̄d̄ + abcd, ābcd̄ + ac̄d̄ + abcd, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄, ābcd̄ + ac̄d̄, ābcd̄ + ac̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abcd̄, bcd̄ + ac̄d̄ + abd̄, bcd̄ + ac̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abcd̄ + abcd, bcd̄ + ac̄d̄ + abd̄ + abc, bcd̄ + ac̄d̄ + abc, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abcd̄, bcd̄ + ac̄d̄ + abd̄ + abc, bcd̄ + ac̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄, bcd̄ + ac̄d̄ + abd̄, bcd̄ + ac̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abcd, bcd̄ + ac̄d̄ + abd̄ + abc, bcd̄ + ac̄d̄ + abc, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄, bcd̄ + ac̄d̄ + abd̄, bcd̄ + ac̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abc̄d, ābcd̄ + ac̄d̄ + abc̄, ābcd̄ + ac̄d̄ + abc̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abc̄d + abcd, ābcd̄ + ac̄d̄ + abd + abc̄, ābcd̄ + ac̄d̄ + abd, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abc̄d, ābcd̄ + ac̄d̄ + abd + abc̄, ābcd̄ + ac̄d̄ + abc̄, ābcd̄ + ac̄d̄ + abd
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abc̄d + abcd̄, bcd̄ + ac̄d̄ + abd̄ + abc̄, bcd̄ + ac̄d̄ + abc̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abc̄d + abcd̄ + abcd, bcd̄ + ac̄d̄ + ab, bcd̄ + ac̄d̄ + ab, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abc̄d + abcd̄, bcd̄ + ac̄d̄ + ab, bcd̄ + ac̄d̄ + ab, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abc̄d, bcd̄ + ac̄d̄ + abd̄ + abc̄, bcd̄ + ac̄d̄ + abc̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abc̄d + abcd, bcd̄ + ac̄d̄ + ab, bcd̄ + ac̄d̄ + ab, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abc̄d, bcd̄ + ac̄d̄ + ab, bcd̄ + ac̄d̄ + ab, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄, ābcd̄ + ac̄d̄ + abc̄, ābcd̄ + ac̄d̄, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄ + abcd, ābcd̄ + ac̄d̄ + abd + abc̄, ābcd̄ + ac̄d̄ + abd, empty
ābcd̄ + ab̄c̄d̄ + abc̄d̄, ābcd̄ + ac̄d̄ + abc̄, ābcd̄ + ac̄d̄, empty
