empty, 0, empty, empty
ab̄c̄ + abc̄, c̄ + ab̄, c̄, empty
ab̄c̄ + abc̄ + abc, c̄ + a, a, empty
ab̄c̄ + abc̄, c̄ + a, a, c̄
ab̄c̄, c̄ + ab̄, ab̄, c̄
ab̄c̄ + abc, c̄ + a, a, empty
ab̄c̄, c̄ + a, a, c̄
empty, empty, empty, empty
abc, abc, abc, empty
empty, empty, empty, empty
abc̄, c̄, c̄, empty
abc̄ + abc, c̄ + ab, ab, empty
abc̄, c̄ + ab, ab, c̄
empty, empty, empty, empty
abc, ab, ab, empty
empty, empty, empty, empty
ab̄c, ab̄, ab̄, empty
ab̄c + abc, ac + ab̄, ac, empty
ab̄c, ac + ab̄, ab̄, ac
ab̄c + abc̄, c̄ + ab̄, c̄ + ab̄, empty
ab̄c + abc̄ + abc, c̄ + a, a, empty
ab̄c + abc̄, c̄ + a, a, empty
ab̄c, ab̄, ab̄, empty
ab̄c + abc, a, a, empty
ab̄c, a, a, empty
empty, empty, empty, empty
abc, ac, ac, empty
empty, empty, empty, empty
abc̄, c̄, c̄, empty
abc̄ + abc, c̄ + a, a, empty
abc̄, c̄ + a, a, c̄
empty, empty, empty, empty
abc, a, a, empty
empty, empty, empty, empty
ābc, āb, āb, empty
ābc + abc, bc + āb, bc, empty
ābc, bc + āb, āb, bc
ābc + abc̄, bc̄ + āb, bc̄ + āb, empty
ābc + abc̄ + abc, b, b, empty
ābc + abc̄, b, b, empty
ābc, āb, āb, empty
ābc + abc, b, b, empty
ābc, b, b, empty
ābc + ab̄c, āb + ab̄c, āb + ab̄c, empty
ābc + ab̄c + abc, bc + āb + ac, āb + ac, bc + ac
ābc + ab̄c, bc + āb + ac, āb + ac, bc + ac
ābc + ab̄c + abc̄, bc̄ + āb + ab̄c, bc̄ + āb + ab̄c, empty
ābc + ab̄c + abc̄ + abc, b + ac, b + ac, empty
ābc + ab̄c + abc̄, b + ac, b + ac, empty
ābc + ab̄c, āb + ab̄c, āb + ab̄c, empty
ābc + ab̄c + abc, b + ac, b + ac, empty
ābc + ab̄c, b + ac, b + ac, empty
ābc, āb, āb, empty
ābc + abc, bc + āb + ac, āb + ac, bc
ābc, bc + āb, āb, bc
ābc + abc̄, bc̄ + āb, bc̄ + āb, empty
ābc + abc̄ + abc, b + ac, b, empty
ābc + abc̄, b, b, empty
ābc, āb, āb, empty
ābc + abc, b + ac, b, empty
ābc, b, b, empty
ābc + ab̄c̄, b̄c̄ + āb, b̄c̄ + āb, empty
ābc + ab̄c̄ + abc, b̄c̄ + bc + āb, b̄c̄ + bc, empty
ābc + ab̄c̄, b̄c̄ + bc + āb, b̄c̄ + āb, b̄c̄ + bc
ābc + ab̄c̄ + abc̄, c̄ + āb, c̄ + āb, empty
ābc + ab̄c̄ + abc̄ + abc, c̄ + b, c̄ + b, empty
ābc + ab̄c̄ + abc̄, c̄ + b, c̄ + b, empty
ābc + ab̄c̄, c̄ + āb, c̄ + āb, empty
ābc + ab̄c̄ + abc, c̄ + b, c̄ + b, empty
ābc + ab̄c̄, c̄ + b, c̄ + b, empty
ābc + ab̄c̄ + ab̄c, b̄c̄ + āb + ab̄, āb + ab̄, empty
ābc + ab̄c̄ + ab̄c + abc, b̄c̄ + bc + āb + ac + ab̄, empty, empty
ābc + ab̄c̄ + ab̄c, b̄c̄ + bc + āb + ac + ab̄, empty, empty
ābc + ab̄c̄ + ab̄c + abc̄, c̄ + āb + ab̄, c̄ + āb + ab̄, empty
ābc + ab̄c̄ + ab̄c + abc̄ + abc, c̄ + b + a, b + a, empty
ābc + ab̄c̄ + ab̄c + abc̄, c̄ + b + a, b + a, empty
ābc + ab̄c̄ + ab̄c, c̄ + āb + ab̄, āb + ab̄, empty
ābc + ab̄c̄ + ab̄c + abc, c̄ + b + a, b + a, empty
ābc + ab̄c̄ + ab̄c, c̄ + b + a, b + a, empty
ābc + ab̄c̄, b̄c̄ + āb + ab̄, āb + ab̄, b̄c̄ + āb
ābc + ab̄c̄ + abc, b̄c̄ + bc + āb + ac + ab̄, empty, empty
ābc + ab̄c̄, b̄c̄ + bc + āb + ab̄, empty, empty
ābc + ab̄c̄ + abc̄, c̄ + āb + ab̄, c̄ + āb, empty
ābc + ab̄c̄ + abc̄ + abc, c̄ + b + a, b + a, c̄ + b
ābc + ab̄c̄ + abc̄, c̄ + b + a, b + a, c̄ + b
ābc + ab̄c̄, c̄ + āb + ab̄, āb + ab̄, c̄ + āb
ābc + ab̄c̄ + abc, c̄ + b + a, b + a, c̄ + b
ābc + ab̄c̄, c̄ + b + a, b + a, c̄ + b
ābc, āb, āb, empty
ābc + abc, bc + āb, bc, empty
ābc, bc + āb, āb, bc
ābc + abc̄, c̄ + āb, c̄ + āb, empty
ābc + abc̄ + abc, c̄ + b, b, empty
ābc + abc̄, c̄ + b, b, empty
ābc, āb, āb, empty
ābc + abc, b, b, empty
ābc, b, b, empty
ābc + ab̄c, āb + ab̄, āb + ab̄, empty
ābc + ab̄c + abc, bc + āb + ac + ab̄, empty, empty
ābc + ab̄c, bc + āb + ac + ab̄, empty, empty
ābc + ab̄c + abc̄, c̄ + āb + ab̄, c̄ + āb + ab̄, empty
ābc + ab̄c + abc̄ + abc, c̄ + b + a, b + a, empty
ābc + ab̄c + abc̄, c̄ + b + a, b + a, empty
ābc + ab̄c, āb + ab̄, āb + ab̄, empty
ābc + ab̄c + abc, b + a, b + a, empty
ābc + ab̄c, b + a, b + a, empty
ābc, āb, āb, empty
ābc + abc, bc + āb + ac, āb + ac, bc
ābc, bc + āb, āb, bc
ābc + abc̄, c̄ + āb, c̄ + āb, empty
ābc + abc̄ + abc, c̄ + b + a, b, empty
ābc + abc̄, c̄ + b + a, b, empty
ābc, āb, āb, empty
ābc + abc, b + a, b, empty
ābc, b, b, empty
empty, empty, empty, empty
abc, bc, bc, empty
empty, empty, empty, empty
abc̄, bc̄, bc̄, empty
abc̄ + abc, b, b, empty
abc̄, b, b, empty
empty, empty, empty, empty
abc, b, b, empty
empty, empty, empty, empty
ab̄c, ab̄c, ab̄c, empty
ab̄c + abc, bc + ac, ac, empty
ab̄c, ac, ac, empty
ab̄c + abc̄, bc̄ + ab̄c, bc̄ + ab̄c, empty
ab̄c + abc̄ + abc, b + ac, b + ac, empty
ab̄c + abc̄, b + ac, b + ac, empty
ab̄c, ab̄c, ab̄c, empty
ab̄c + abc, b + ac, ac, empty
ab̄c, ac, ac, empty
empty, empty, empty, empty
abc, bc + ac, ac, bc
empty, empty, empty, empty
abc̄, bc̄, bc̄, empty
abc̄ + abc, b + ac, b, empty
abc̄, b, b, empty
empty, empty, empty, empty
abc, b + ac, ac, b
empty, empty, empty, empty
ab̄c̄, b̄c̄, b̄c̄, empty
ab̄c̄ + abc, b̄c̄ + bc, b̄c̄ + bc, empty
ab̄c̄, b̄c̄, b̄c̄, empty
ab̄c̄ + abc̄, c̄, c̄, empty
ab̄c̄ + abc̄ + abc, c̄ + b, c̄ + b, empty
ab̄c̄ + abc̄, c̄ + b, c̄, empty
ab̄c̄, c̄, c̄, empty
ab̄c̄ + abc, c̄ + b, c̄ + b, empty
ab̄c̄, c̄, c̄, empty
ab̄c̄ + ab̄c, b̄c̄ + ab̄, ab̄, empty
ab̄c̄ + ab̄c + abc, b̄c̄ + bc + ac + ab̄, empty, empty
ab̄c̄ + ab̄c, b̄c̄ + ac + ab̄, ab̄, b̄c̄ + ac
ab̄c̄ + ab̄c + abc̄, c̄ + ab̄, c̄ + ab̄, empty
ab̄c̄ + ab̄c + abc̄ + abc, c̄ + b + a, a, empty
ab̄c̄ + ab̄c + abc̄, c̄ + b + a, a, empty
ab̄c̄ + ab̄c, c̄ + ab̄, ab̄, empty
ab̄c̄ + ab̄c + abc, c̄ + b + a, a, empty
ab̄c̄ + ab̄c, c̄ + a, a, empty
ab̄c̄, b̄c̄ + ab̄, ab̄, b̄c̄
ab̄c̄ + abc, b̄c̄ + bc + ac + ab̄, empty, empty
ab̄c̄, b̄c̄ + ab̄, ab̄, b̄c̄
ab̄c̄ + abc̄, c̄ + ab̄, c̄, empty
ab̄c̄ + abc̄ + abc, c̄ + b + a, a, c̄ + b
ab̄c̄ + abc̄, c̄ + b + a, a, c̄
ab̄c̄, c̄ + ab̄, ab̄, c̄
ab̄c̄ + abc, c̄ + b + a, a, c̄ + b
ab̄c̄, c̄ + a, a, c̄
empty, empty, empty, empty
abc, bc, bc, empty
empty, empty, empty, empty
abc̄, c̄, c̄, empty
abc̄ + abc, c̄ + b, b, empty
abc̄, c̄ + b, b, c̄
empty, empty, empty, empty
abc, b, b, empty
empty, empty, empty, empty
ab̄c, ab̄, ab̄, empty
ab̄c + abc, bc + ac + ab̄, ac, bc + ab̄
ab̄c, ac + ab̄, ab̄, ac
ab̄c + abc̄, c̄ + ab̄, c̄ + ab̄, empty
ab̄c + abc̄ + abc, c̄ + b + a, a, empty
ab̄c + abc̄, c̄ + b + a, a, empty
ab̄c, ab̄, ab̄, empty
ab̄c + abc, b + a, a, empty
ab̄c, a, a, empty
empty, empty, empty, empty
abc, bc + ac, ac, bc
empty, empty, empty, empty
abc̄, c̄, c̄, empty
abc̄ + abc, c̄ + b + a, a, b
abc̄, c̄ + b + a, empty, empty
empty, empty, empty, empty
abc, b + a, a, b
empty, empty, empty, empty
āb̄c, āb̄, āb̄, empty
āb̄c + abc, āb̄ + abc, āb̄ + abc, empty
āb̄c, āb̄, āb̄, empty
āb̄c + abc̄, āb̄ + abc̄, āb̄ + abc̄, empty
āb̄c + abc̄ + abc, āb̄ + ab, āb̄ + ab, empty
āb̄c + abc̄, āb̄ + ab, āb̄ + ab, empty
āb̄c, āb̄, āb̄, empty
āb̄c + abc, āb̄ + ab, āb̄ + ab, empty
āb̄c, āb̄, āb̄, empty
āb̄c + ab̄c, b̄c + āb̄, b̄c, empty
āb̄c + ab̄c + abc, b̄c + āb̄ + ac, āb̄ + ac, b̄c + ac
āb̄c + ab̄c, b̄c + āb̄ + ac, āb̄ + ac, b̄c
āb̄c + ab̄c + abc̄, b̄c + āb̄ + abc̄, b̄c + abc̄, empty
āb̄c + ab̄c + abc̄ + abc, b̄c + āb̄ + ac + ab, āb̄ + ac + ab, b̄c + ab
āb̄c + ab̄c + abc̄, b̄c + āb̄ + ac + ab, āb̄ + ac + ab, b̄c + ab
āb̄c + ab̄c, b̄c + āb̄, b̄c, empty
āb̄c + ab̄c + abc, b̄c + āb̄ + ac + ab, empty, empty
āb̄c + ab̄c, b̄c + āb̄ + ac, āb̄ + ac, b̄c
āb̄c, b̄c + āb̄, āb̄, b̄c
āb̄c + abc, b̄c + āb̄ + ac, āb̄ + ac, b̄c + ac
āb̄c, b̄c + āb̄, āb̄, b̄c
āb̄c + abc̄, b̄c + āb̄ + abc̄, āb̄ + abc̄, b̄c + abc̄
āb̄c + abc̄ + abc, b̄c + āb̄ + ac + ab, āb̄ + ab, b̄c + ab
āb̄c + abc̄, b̄c + āb̄ + ab, āb̄ + ab, b̄c + ab
āb̄c, b̄c + āb̄, āb̄, b̄c
āb̄c + abc, b̄c + āb̄ + ac + ab, empty, empty
āb̄c, b̄c + āb̄, āb̄, b̄c
āb̄c + ab̄c̄, b̄c̄ + āb̄, b̄c̄ + āb̄, empty
āb̄c + ab̄c̄ + abc, b̄c̄ + āb̄ + abc, b̄c̄ + āb̄ + abc, empty
āb̄c + ab̄c̄, b̄c̄ + āb̄, b̄c̄ + āb̄, empty
āb̄c + ab̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, empty
āb̄c + ab̄c̄ + abc̄ + abc, b̄c̄ + āb̄ + ac̄ + ab, āb̄ + ac̄ + ab, b̄c̄ + āb̄ + ab
āb̄c + ab̄c̄ + abc̄, b̄c̄ + āb̄ + ac̄ + ab, āb̄ + ac̄, b̄c̄ + āb̄ + ab
āb̄c + ab̄c̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄ + āb̄
āb̄c + ab̄c̄ + abc, b̄c̄ + āb̄ + ac̄ + ab, āb̄ + ac̄ + ab, b̄c̄ + āb̄ + ab
āb̄c + ab̄c̄, b̄c̄ + āb̄ + ac̄, āb̄ + ac̄, b̄c̄ + āb̄
āb̄c + ab̄c̄ + ab̄c, b̄, b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc, b̄ + ac, b̄ + ac, empty
āb̄c + ab̄c̄ + ab̄c, b̄ + ac, b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c + ab̄c̄ + ab̄c + abc̄ + abc, b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄ + ab̄c + abc̄, b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄ + ab̄c, b̄ + ac̄, b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc, b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄ + ab̄c, b̄ + a, b̄, empty
āb̄c + ab̄c̄, b̄, b̄, empty
āb̄c + ab̄c̄ + abc, b̄ + ac, b̄ + ac, empty
āb̄c + ab̄c̄, b̄, b̄, empty
āb̄c + ab̄c̄ + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c + ab̄c̄ + abc̄ + abc, b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄ + abc̄, b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄, b̄ + ac̄, b̄, empty
āb̄c + ab̄c̄ + abc, b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄, b̄ + a, b̄, empty
āb̄c, āb̄, āb̄, empty
āb̄c + abc, āb̄ + abc, āb̄ + abc, empty
āb̄c, āb̄, āb̄, empty
āb̄c + abc̄, āb̄ + ac̄, āb̄ + ac̄, empty
āb̄c + abc̄ + abc, āb̄ + ac̄ + ab, āb̄ + ab, empty
āb̄c + abc̄, āb̄ + ac̄ + ab, āb̄ + ab, āb̄ + ac̄
āb̄c, āb̄, āb̄, empty
āb̄c + abc, āb̄ + ab, āb̄ + ab, empty
āb̄c, āb̄, āb̄, empty
āb̄c + ab̄c, b̄, b̄, empty
āb̄c + ab̄c + abc, b̄ + ac, b̄ + ac, empty
āb̄c + ab̄c, b̄ + ac, b̄, empty
āb̄c + ab̄c + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c + ab̄c + abc̄ + abc, b̄ + a, b̄ + a, empty
āb̄c + ab̄c + abc̄, b̄ + a, b̄ + a, empty
āb̄c + ab̄c, b̄, b̄, empty
āb̄c + ab̄c + abc, b̄ + a, b̄ + a, empty
āb̄c + ab̄c, b̄ + a, b̄, empty
āb̄c, b̄, b̄, empty
āb̄c + abc, b̄ + ac, b̄ + ac, empty
āb̄c, b̄, b̄, empty
āb̄c + abc̄, b̄ + ac̄, b̄ + ac̄, empty
āb̄c + abc̄ + abc, b̄ + a, b̄ + a, empty
āb̄c + abc̄, b̄ + a, b̄ + a, empty
āb̄c, b̄, b̄, empty
āb̄c + abc, b̄ + a, b̄ + a, empty
āb̄c, b̄, b̄, empty
āb̄c + ābc, āc + āb̄, āc, empty
āb̄c + ābc + abc, bc + āc + āb̄, bc + āb̄, bc + āc
āb̄c + ābc, bc + āc + āb̄, āc, bc + āb̄
āb̄c + ābc + abc̄, āc + āb̄ + abc̄, āc + abc̄, empty
āb̄c + ābc + abc̄ + abc, bc + āc + āb̄ + ab, āc + ab, bc + āb̄ + ab
āb̄c + ābc + abc̄, bc + āc + āb̄ + ab, āc + ab, bc + āb̄ + ab
āb̄c + ābc, āc + āb̄, āc, empty
āb̄c + ābc + abc, bc + āc + āb̄ + ab, empty, empty
āb̄c + ābc, bc + āc + āb̄, āc, bc + āb̄
āb̄c + ābc + ab̄c, b̄c + āc + āb̄, b̄c + āc, empty
āb̄c + ābc + ab̄c + abc, c + āb̄, c, empty
āb̄c + ābc + ab̄c, c + āb̄, c, empty
āb̄c + ābc + ab̄c + abc̄, b̄c + āc + āb̄ + abc̄, b̄c + āc + abc̄, empty
āb̄c + ābc + ab̄c + abc̄ + abc, c + āb̄ + ab, c + ab, empty
āb̄c + ābc + ab̄c + abc̄, c + āb̄ + ab, c + ab, empty
āb̄c + ābc + ab̄c, b̄c + āc + āb̄, b̄c + āc, empty
āb̄c + ābc + ab̄c + abc, c + āb̄ + ab, c, empty
āb̄c + ābc + ab̄c, c + āb̄, c, empty
āb̄c + ābc, b̄c + āc + āb̄, āc, empty
āb̄c + ābc + abc, c + āb̄, c, empty
āb̄c + ābc, c + āb̄, c, empty
āb̄c + ābc + abc̄, b̄c + āc + āb̄ + abc̄, āc + abc̄, empty
āb̄c + ābc + abc̄ + abc, c + āb̄ + ab, c + ab, empty
āb̄c + ābc + abc̄, c + āb̄ + ab, c + ab, empty
āb̄c + ābc, b̄c + āc + āb̄, āc, empty
āb̄c + ābc + abc, c + āb̄ + ab, c, empty
āb̄c + ābc, c + āb̄, c, empty
āb̄c + ābc + ab̄c̄, b̄c̄ + āc + āb̄, b̄c̄ + āc, empty
āb̄c + ābc + ab̄c̄ + abc, b̄c̄ + bc + āc + āb̄, b̄c̄ + bc + āb̄, b̄c̄ + bc + āc
āb̄c + ābc + ab̄c̄, b̄c̄ + bc + āc + āb̄, b̄c̄ + āc, b̄c̄ + bc + āb̄
āb̄c + ābc + ab̄c̄ + abc̄, b̄c̄ + āc + āb̄ + ac̄, āc + ac̄, empty
āb̄c + ābc + ab̄c̄ + abc̄ + abc, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c + ābc + ab̄c̄ + abc̄, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c + ābc + ab̄c̄, b̄c̄ + āc + āb̄ + ac̄, āc + ac̄, b̄c̄ + āc
āb̄c + ābc + ab̄c̄ + abc, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c + ābc + ab̄c̄, b̄c̄ + bc + āc + āb̄ + ac̄, empty, empty
āb̄c + ābc + ab̄c̄ + ab̄c, b̄ + āc, b̄ + āc, empty
āb̄c + ābc + ab̄c̄ + ab̄c + abc, c + b̄, c + b̄, empty
āb̄c + ābc + ab̄c̄ + ab̄c, c + b̄, c + b̄, empty
āb̄c + ābc + ab̄c̄ + ab̄c + abc̄, b̄ + āc + ac̄, b̄ + āc + ac̄, empty
āb̄c + ābc + ab̄c̄ + ab̄c + abc̄ + abc, c + b̄ + a, c + a, empty
āb̄c + ābc + ab̄c̄ + ab̄c + abc̄, c + b̄ + a, c + a, empty
āb̄c + ābc + ab̄c̄ + ab̄c, b̄ + āc + ac̄, b̄ + āc, empty
āb̄c + ābc + ab̄c̄ + ab̄c + abc, c + b̄ + a, c + a, c + b̄
āb̄c + ābc + ab̄c̄ + ab̄c, c + b̄ + a, c + a, c + b̄
āb̄c + ābc + ab̄c̄, b̄ + āc, b̄ + āc, empty
āb̄c + ābc + ab̄c̄ + abc, c + b̄, c + b̄, empty
āb̄c + ābc + ab̄c̄, c + b̄, c + b̄, empty
āb̄c + ābc + ab̄c̄ + abc̄, b̄ + āc + ac̄, āc + ac̄, empty
āb̄c + ābc + ab̄c̄ + abc̄ + abc, c + b̄ + a, c + a, empty
āb̄c + ābc + ab̄c̄ + abc̄, c + b̄ + a, c + a, empty
āb̄c + ābc + ab̄c̄, b̄ + āc + ac̄, āc + ac̄, b̄ + āc
āb̄c + ābc + ab̄c̄ + abc, c + b̄ + a, c + a, c + b̄
āb̄c + ābc + ab̄c̄, c + b̄ + a, c + a, c + b̄
āb̄c + ābc, āc + āb̄, āc, empty
āb̄c + ābc + abc, bc + āc + āb̄, bc + āb̄, bc + āc
āb̄c + ābc, bc + āc + āb̄, āc, bc + āb̄
āb̄c + ābc + abc̄, āc + āb̄ + ac̄, āc + ac̄, empty
āb̄c + ābc + abc̄ + abc, bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c + ābc + abc̄, bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c + ābc, āc + āb̄, āc, empty
āb̄c + ābc + abc, bc + āc + āb̄ + ab, empty, empty
āb̄c + ābc, bc + āc + āb̄, āc, bc + āb̄
āb̄c + ābc + ab̄c, b̄ + āc, b̄ + āc, empty
āb̄c + ābc + ab̄c + abc, c + b̄, c, empty
āb̄c + ābc + ab̄c, c + b̄, c, empty
āb̄c + ābc + ab̄c + abc̄, b̄ + āc + ac̄, b̄ + āc + ac̄, empty
āb̄c + ābc + ab̄c + abc̄ + abc, c + b̄ + a, c + a, empty
āb̄c + ābc + ab̄c + abc̄, c + b̄ + a, c + a, empty
āb̄c + ābc + ab̄c, b̄ + āc, b̄ + āc, empty
āb̄c + ābc + ab̄c + abc, c + b̄ + a, c, empty
āb̄c + ābc + ab̄c, c + b̄ + a, c, empty
āb̄c + ābc, b̄ + āc, āc, empty
āb̄c + ābc + abc, c + b̄, c, empty
āb̄c + ābc, c + b̄, c, empty
āb̄c + ābc + abc̄, b̄ + āc + ac̄, āc + ac̄, empty
āb̄c + ābc + abc̄ + abc, c + b̄ + a, c + a, empty
āb̄c + ābc + abc̄, c + b̄ + a, c + a, empty
āb̄c + ābc, b̄ + āc, āc, empty
āb̄c + ābc + abc, c + b̄ + a, c, empty
āb̄c + ābc, c + b̄, c, empty
āb̄c, āc + āb̄, āb̄, āc
āb̄c + abc, bc + āc + āb̄, bc + āb̄, bc + āc
āb̄c, āc + āb̄, āb̄, āc
āb̄c + abc̄, āc + āb̄ + abc̄, āb̄ + abc̄, āc + abc̄
āb̄c + abc̄ + abc, bc + āc + āb̄ + ab, āb̄ + ab, āc + ab
āb̄c + abc̄, āc + āb̄ + ab, āb̄ + ab, āc + ab
āb̄c, āc + āb̄, āb̄, āc
āb̄c + abc, bc + āc + āb̄ + ab, empty, empty
āb̄c, āc + āb̄, āb̄, āc
āb̄c + ab̄c, b̄c + āc + āb̄, b̄c, empty
āb̄c + ab̄c + abc, c + āb̄, c, empty
āb̄c + ab̄c, c + āb̄, c, empty
āb̄c + ab̄c + abc̄, b̄c + āc + āb̄ + abc̄, b̄c + abc̄, empty
āb̄c + ab̄c + abc̄ + abc, c + āb̄ + ab, c + ab, empty
āb̄c + ab̄c + abc̄, c + āb̄ + ab, c + ab, empty
āb̄c + ab̄c, b̄c + āc + āb̄, b̄c, empty
āb̄c + ab̄c + abc, c + āb̄ + ab, c, empty
āb̄c + ab̄c, c + āb̄, c, empty
āb̄c, b̄c + āc + āb̄, empty, empty
āb̄c + abc, c + āb̄, c, empty
āb̄c, c + āb̄, āb̄, c
āb̄c + abc̄, b̄c + āc + āb̄ + abc̄, empty, empty
āb̄c + abc̄ + abc, c + āb̄ + ab, āb̄ + ab, c + ab
āb̄c + abc̄, c + āb̄ + ab, āb̄ + ab, c + ab
āb̄c, b̄c + āc + āb̄, empty, empty
āb̄c + abc, c + āb̄ + ab, āb̄ + ab, c
āb̄c, c + āb̄, āb̄, c
āb̄c + ab̄c̄, b̄c̄ + āc + āb̄, b̄c̄ + āb̄, b̄c̄ + āc
āb̄c + ab̄c̄ + abc, b̄c̄ + bc + āc + āb̄, b̄c̄ + bc + āb̄, b̄c̄ + bc + āc
āb̄c + ab̄c̄, b̄c̄ + āc + āb̄, b̄c̄ + āb̄, b̄c̄ + āc
āb̄c + ab̄c̄ + abc̄, b̄c̄ + āc + āb̄ + ac̄, āb̄ + ac̄, āc + ac̄
āb̄c + ab̄c̄ + abc̄ + abc, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c + ab̄c̄ + abc̄, b̄c̄ + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c + ab̄c̄, b̄c̄ + āc + āb̄ + ac̄, empty, empty
āb̄c + ab̄c̄ + abc, b̄c̄ + bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c + ab̄c̄, b̄c̄ + āc + āb̄ + ac̄, empty, empty
āb̄c + ab̄c̄ + ab̄c, b̄ + āc, b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc, c + b̄, c + b̄, empty
āb̄c + ab̄c̄ + ab̄c, c + b̄, b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc̄, b̄ + āc + ac̄, b̄ + ac̄, empty
āb̄c + ab̄c̄ + ab̄c + abc̄ + abc, c + b̄ + a, b̄ + a, c + a
āb̄c + ab̄c̄ + ab̄c + abc̄, c + b̄ + a, b̄ + a, c + a
āb̄c + ab̄c̄ + ab̄c, b̄ + āc + ac̄, b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc, c + b̄ + a, empty, empty
āb̄c + ab̄c̄ + ab̄c, c + b̄ + a, b̄, c + a
āb̄c + ab̄c̄, b̄ + āc, b̄, empty
āb̄c + ab̄c̄ + abc, c + b̄, c + b̄, empty
āb̄c + ab̄c̄, c + b̄, b̄, empty
āb̄c + ab̄c̄ + abc̄, b̄ + āc + ac̄, āc + ac̄, b̄ + ac̄
āb̄c + ab̄c̄ + abc̄ + abc, c + b̄ + a, b̄ + a, c + a
āb̄c + ab̄c̄ + abc̄, c + b̄ + a, b̄ + a, c + a
āb̄c + ab̄c̄, b̄ + āc + ac̄, āc + ac̄, b̄
āb̄c + ab̄c̄ + abc, c + b̄ + a, empty, empty
āb̄c + ab̄c̄, c + b̄ + a, b̄, c + a
āb̄c, āc + āb̄, āb̄, āc
āb̄c + abc, bc + āc + āb̄, bc + āb̄, bc + āc
āb̄c, āc + āb̄, āb̄, āc
āb̄c + abc̄, āc + āb̄ + ac̄, āb̄ + ac̄, āc + ac̄
āb̄c + abc̄ + abc, bc + āc + āb̄ + ac̄ + ab, empty, empty
āb̄c + abc̄, āc + āb̄ + ac̄ + ab, empty, empty
āb̄c, āc + āb̄, āb̄, āc
āb̄c + abc, bc + āc + āb̄ + ab, empty, empty
āb̄c, āc + āb̄, āb̄, āc
āb̄c + ab̄c, b̄ + āc, b̄, empty
āb̄c + ab̄c + abc, c + b̄, c, empty
āb̄c + ab̄c, c + b̄, b̄, c
āb̄c + ab̄c + abc̄, b̄ + āc + ac̄, b̄ + ac̄, empty
āb̄c + ab̄c + abc̄ + abc, c + b̄ + a, b̄ + a, c + a
āb̄c + ab̄c + abc̄, c + b̄ + a, b̄ + a, c + a
āb̄c + ab̄c, b̄ + āc, b̄, empty
āb̄c + ab̄c + abc, c + b̄ + a, b̄ + a, c
āb̄c + ab̄c, c + b̄ + a, b̄, c
āb̄c, b̄ + āc, āc, b̄
āb̄c + abc, c + b̄, c, empty
āb̄c, c + b̄, b̄, c
āb̄c + abc̄, b̄ + āc + ac̄, āc + ac̄, b̄ + ac̄
āb̄c + abc̄ + abc, c + b̄ + a, b̄ + a, c + a
āb̄c + abc̄, c + b̄ + a, b̄ + a, c + a
āb̄c, b̄ + āc, āc, b̄
āb̄c + abc, c + b̄ + a, b̄ + a, c
āb̄c, c + b̄, b̄, c
āb̄c + ābc̄, āc̄ + āb̄, āc̄ + āb̄, empty
āb̄c + ābc̄ + abc, āc̄ + āb̄ + abc, āc̄ + āb̄ + abc, empty
āb̄c + ābc̄, āc̄ + āb̄, āc̄ + āb̄, empty
āb̄c + ābc̄ + abc̄, bc̄ + āc̄ + āb̄, bc̄ + āb̄, empty
āb̄c + ābc̄ + abc̄ + abc, bc̄ + āc̄ + āb̄ + ab, āc̄ + āb̄ + ab, bc̄ + āb̄ + ab
āb̄c + ābc̄ + abc̄, bc̄ + āc̄ + āb̄ + ab, āc̄ + āb̄ + ab, bc̄ + āb̄
āb̄c + ābc̄, bc̄ + āc̄ + āb̄, āc̄ + āb̄, bc̄ + āb̄
āb̄c + ābc̄ + abc, bc̄ + āc̄ + āb̄ + ab, āc̄ + āb̄ + ab, bc̄ + āb̄ + ab
āb̄c + ābc̄, bc̄ + āc̄ + āb̄, āc̄ + āb̄, bc̄ + āb̄
