empty, 0, empty, empty
āb̄c + ābc̄ + ab̄c, b̄c + āc̄ + āb̄, b̄c + āc̄, empty
āb̄c + ābc̄ + ab̄c + abc, b̄c + āc̄ + āb̄ + ac, āc̄ + āb̄ + ac, b̄c + āc̄ + ac
āb̄c + ābc̄ + ab̄c, b̄c + āc̄ + āb̄ + ac, āc̄ + āb̄ + ac, b̄c + āc̄
āb̄c + ābc̄ + ab̄c + abc̄, b̄c + bc̄ + āc̄ + āb̄, b̄c + bc̄, empty
āb̄c + ābc̄ + ab̄c + abc̄ + abc, b̄c + bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c + ābc̄ + ab̄c + abc̄, b̄c + bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c + ābc̄ + ab̄c, b̄c + bc̄ + āc̄ + āb̄, b̄c + āc̄, b̄c + bc̄
āb̄c + ābc̄ + ab̄c + abc, b̄c + bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c + ābc̄ + ab̄c, b̄c + bc̄ + āc̄ + āb̄ + ac, empty, empty
āb̄c + ābc̄, b̄c + āc̄ + āb̄, āc̄ + āb̄, b̄c + āc̄
āb̄c + ābc̄ + abc, b̄c + āc̄ + āb̄ + ac, āc̄ + āb̄ + ac, b̄c + āc̄ + ac
āb̄c + ābc̄, b̄c + āc̄ + āb̄, āc̄ + āb̄, b̄c + āc̄
āb̄c + ābc̄ + abc̄, b̄c + bc̄ + āc̄ + āb̄, bc̄ + āb̄, b̄c + bc̄
āb̄c + ābc̄ + abc̄ + abc, b̄c + bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c + ābc̄ + abc̄, b̄c + bc̄ + āc̄ + āb̄ + ab, empty, empty
āb̄c + ābc̄, b̄c + bc̄ + āc̄ + āb̄, empty, empty
āb̄c + ābc̄ + abc, b̄c + bc̄ + āc̄ + āb̄ + ac + ab, empty, empty
āb̄c + ābc̄, b̄c + bc̄ + āc̄ + āb̄, empty, empty
āb̄c + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + āb̄, b̄c̄ + āc̄ + āb̄, empty
āb̄c + ābc̄ + ab̄c̄ + abc, b̄c̄ + āc̄ + āb̄ + abc, b̄c̄ + āc̄ + āb̄ + abc, empty
āb̄c + ābc̄ + ab̄c̄, b̄c̄ + āc̄ + āb̄, b̄c̄ + āc̄ + āb̄, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + āb̄ + ab, c̄ + āb̄ + ab, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄, c̄ + āb̄ + ab, c̄ + āb̄, empty
āb̄c + ābc̄ + ab̄c̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + ābc̄ + ab̄c̄ + abc, c̄ + āb̄ + ab, c̄ + āb̄ + ab, empty
āb̄c + ābc̄ + ab̄c̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c, b̄ + āc̄, b̄ + āc̄, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc, b̄ + āc̄ + ac, b̄ + āc̄ + ac, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c, b̄ + āc̄ + ac, b̄ + āc̄, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc̄ + abc, c̄ + b̄ + a, c̄ + b̄ + a, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + b̄ + a, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c, c̄ + b̄, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc, c̄ + b̄ + a, c̄ + b̄ + a, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c, c̄ + b̄ + a, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c̄, b̄ + āc̄, b̄ + āc̄, empty
āb̄c + ābc̄ + ab̄c̄ + abc, b̄ + āc̄ + ac, b̄ + āc̄ + ac, empty
āb̄c + ābc̄ + ab̄c̄, b̄ + āc̄, b̄ + āc̄, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + b̄ + a, c̄ + b̄ + a, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄, c̄ + b̄ + a, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c̄ + abc, c̄ + b̄ + a, c̄ + b̄ + a, empty
āb̄c + ābc̄ + ab̄c̄, c̄ + b̄ + a, c̄ + b̄, empty
āb̄c + ābc̄, āc̄ + āb̄, āc̄ + āb̄, empty
āb̄c + ābc̄ + abc, āc̄ + āb̄ + abc, āc̄ + āb̄ + abc, empty
āb̄c + ābc̄, āc̄ + āb̄, āc̄ + āb̄, empty
āb̄c + ābc̄ + abc̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + ābc̄ + abc̄ + abc, c̄ + āb̄ + ab, c̄ + āb̄ + ab, empty
āb̄c + ābc̄ + abc̄, c̄ + āb̄ + ab, c̄ + āb̄, empty
āb̄c + ābc̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + ābc̄ + abc, c̄ + āb̄ + ab, c̄ + āb̄ + ab, empty
āb̄c + ābc̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + ābc̄ + ab̄c, b̄ + āc̄, b̄ + āc̄, empty
āb̄c + ābc̄ + ab̄c + abc, b̄ + āc̄ + ac, b̄ + āc̄ + ac, empty
āb̄c + ābc̄ + ab̄c, b̄ + āc̄ + ac, b̄ + āc̄, empty
āb̄c + ābc̄ + ab̄c + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c + abc̄ + abc, c̄ + b̄ + a, c̄ + b̄ + a, empty
āb̄c + ābc̄ + ab̄c + abc̄, c̄ + b̄ + a, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c, c̄ + b̄, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c + abc, c̄ + b̄ + a, c̄ + b̄ + a, empty
āb̄c + ābc̄ + ab̄c, c̄ + b̄ + a, c̄ + b̄, empty
āb̄c + ābc̄, b̄ + āc̄, b̄ + āc̄, empty
āb̄c + ābc̄ + abc, b̄ + āc̄ + ac, b̄ + āc̄ + ac, empty
āb̄c + ābc̄, b̄ + āc̄, b̄ + āc̄, empty
āb̄c + ābc̄ + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ābc̄ + abc̄ + abc, c̄ + b̄ + a, c̄ + b̄ + a, empty
āb̄c + ābc̄ + abc̄, c̄ + b̄ + a, c̄ + b̄, empty
āb̄c + ābc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ābc̄ + abc, c̄ + b̄ + a, c̄ + b̄ + a, empty
āb̄c + ābc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ābc̄ + ābc, ā, ā, empty
āb̄c + ābc̄ + ābc + abc, bc + ā, bc + ā, empty
āb̄c + ābc̄ + ābc, bc + ā, ā, empty
āb̄c + ābc̄ + ābc + abc̄, bc̄ + ā, bc̄ + ā, empty
āb̄c + ābc̄ + ābc + abc̄ + abc, b + ā, b + ā, empty
āb̄c + ābc̄ + ābc + abc̄, b + ā, b + ā, empty
āb̄c + ābc̄ + ābc, bc̄ + ā, ā, empty
āb̄c + ābc̄ + ābc + abc, b + ā, b + ā, empty
āb̄c + ābc̄ + ābc, b + ā, ā, empty
āb̄c + ābc̄ + ābc + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c + ābc̄ + ābc + ab̄c + abc, c + ā, c + ā, empty
āb̄c + ābc̄ + ābc + ab̄c, c + ā, c + ā, empty
āb̄c + ābc̄ + ābc + ab̄c + abc̄, b̄c + bc̄ + ā, b̄c + bc̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c + abc̄ + abc, c + b + ā, c + b, empty
āb̄c + ābc̄ + ābc + ab̄c + abc̄, c + b + ā, c + b, empty
āb̄c + ābc̄ + ābc + ab̄c, b̄c + bc̄ + ā, b̄c + ā, empty
āb̄c + ābc̄ + ābc + ab̄c + abc, c + b + ā, c + ā, c + b
āb̄c + ābc̄ + ābc + ab̄c, c + b + ā, c + ā, c + b
āb̄c + ābc̄ + ābc, b̄c + ā, ā, empty
āb̄c + ābc̄ + ābc + abc, c + ā, c + ā, empty
āb̄c + ābc̄ + ābc, c + ā, ā, empty
āb̄c + ābc̄ + ābc + abc̄, b̄c + bc̄ + ā, bc̄ + ā, empty
āb̄c + ābc̄ + ābc + abc̄ + abc, c + b + ā, b + ā, c + b
āb̄c + ābc̄ + ābc + abc̄, c + b + ā, b + ā, c + b
āb̄c + ābc̄ + ābc, b̄c + bc̄ + ā, ā, empty
āb̄c + ābc̄ + ābc + abc, c + b + ā, empty, empty
āb̄c + ābc̄ + ābc, c + b + ā, ā, c + b
āb̄c + ābc̄ + ābc + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + abc, b̄c̄ + bc + ā, b̄c̄ + bc + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄, b̄c̄ + bc + ā, b̄c̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + abc̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + b + ā, c̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄, c̄ + ā, c̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄, c̄ + b + ā, c̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + ab̄c + abc, c + b̄ + ā, c + b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + ab̄c, c + b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + ab̄c + abc̄, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + ab̄c, c̄ + b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + ab̄c + abc, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + ab̄c, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c̄, b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + abc, c + b̄ + ā, c + b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄, c + b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + abc̄, c̄ + b̄ + ā, c̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + abc̄ + abc, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c̄ + abc̄, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c̄, c̄ + b̄ + ā, b̄ + ā, c̄ + ā
āb̄c + ābc̄ + ābc + ab̄c̄ + abc, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c̄, 1, empty, empty
āb̄c + ābc̄ + ābc, ā, ā, empty
āb̄c + ābc̄ + ābc + abc, bc + ā, bc + ā, empty
āb̄c + ābc̄ + ābc, bc + ā, ā, empty
āb̄c + ābc̄ + ābc + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c + ābc̄ + ābc + abc̄ + abc, c̄ + b + ā, b + ā, empty
āb̄c + ābc̄ + ābc + abc̄, c̄ + b + ā, b + ā, c̄ + ā
āb̄c + ābc̄ + ābc, c̄ + ā, ā, empty
āb̄c + ābc̄ + ābc + abc, c̄ + b + ā, b + ā, empty
āb̄c + ābc̄ + ābc, c̄ + b + ā, ā, empty
āb̄c + ābc̄ + ābc + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c + abc, c + b̄ + ā, c + ā, empty
āb̄c + ābc̄ + ābc + ab̄c, c + b̄ + ā, b̄ + ā, c + ā
āb̄c + ābc̄ + ābc + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c + abc̄, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c, c̄ + b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ābc + ab̄c + abc, 1, empty, empty
āb̄c + ābc̄ + ābc + ab̄c, 1, empty, empty
āb̄c + ābc̄ + ābc, b̄ + ā, ā, empty
āb̄c + ābc̄ + ābc + abc, c + b̄ + ā, c + ā, empty
āb̄c + ābc̄ + ābc, c + b̄ + ā, ā, empty
āb̄c + ābc̄ + ābc + abc̄, c̄ + b̄ + ā, c̄ + ā, empty
āb̄c + ābc̄ + ābc + abc̄ + abc, 1, empty, empty
āb̄c + ābc̄ + ābc + abc̄, 1, empty, empty
āb̄c + ābc̄ + ābc, c̄ + b̄ + ā, ā, empty
āb̄c + ābc̄ + ābc + abc, 1, empty, empty
āb̄c + ābc̄ + ābc, 1, empty, empty
āb̄c + ābc̄, ā, ā, empty
āb̄c + ābc̄ + abc, bc + ā, bc + ā, empty
āb̄c + ābc̄, ā, ā, empty
āb̄c + ābc̄ + abc̄, bc̄ + ā, bc̄ + ā, empty
āb̄c + ābc̄ + abc̄ + abc, b + ā, b + ā, empty
āb̄c + ābc̄ + abc̄, b + ā, b + ā, empty
āb̄c + ābc̄, bc̄ + ā, ā, empty
āb̄c + ābc̄ + abc, b + ā, b + ā, empty
āb̄c + ābc̄, b + ā, ā, empty
āb̄c + ābc̄ + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c + ābc̄ + ab̄c + abc, c + ā, c + ā, empty
āb̄c + ābc̄ + ab̄c, c + ā, c + ā, empty
āb̄c + ābc̄ + ab̄c + abc̄, b̄c + bc̄ + ā, b̄c + bc̄, empty
āb̄c + ābc̄ + ab̄c + abc̄ + abc, c + b + ā, c + b, empty
āb̄c + ābc̄ + ab̄c + abc̄, c + b + ā, c + b, empty
āb̄c + ābc̄ + ab̄c, b̄c + bc̄ + ā, b̄c + ā, b̄c + bc̄
āb̄c + ābc̄ + ab̄c + abc, c + b + ā, c + ā, c + b
āb̄c + ābc̄ + ab̄c, c + b + ā, c + ā, c + b
āb̄c + ābc̄, b̄c + ā, ā, empty
āb̄c + ābc̄ + abc, c + ā, c + ā, empty
āb̄c + ābc̄, c + ā, ā, empty
āb̄c + ābc̄ + abc̄, b̄c + bc̄ + ā, bc̄ + ā, b̄c + bc̄
āb̄c + ābc̄ + abc̄ + abc, c + b + ā, b + ā, c + b
āb̄c + ābc̄ + abc̄, c + b + ā, b + ā, c + b
āb̄c + ābc̄, b̄c + bc̄ + ā, ā, b̄c + bc̄
āb̄c + ābc̄ + abc, c + b + ā, empty, empty
āb̄c + ābc̄, c + b + ā, ā, c + b
āb̄c + ābc̄ + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + abc, b̄c̄ + bc + ā, b̄c̄ + bc + ā, empty
āb̄c + ābc̄ + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄, c̄ + b + ā, c̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄, c̄ + ā, c̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
āb̄c + ābc̄ + ab̄c̄, c̄ + b + ā, c̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc, c + b̄ + ā, c + b̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c, c + b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc̄, 1, empty, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c, c̄ + b̄ + ā, b̄ + ā, c̄ + b̄
āb̄c + ābc̄ + ab̄c̄ + ab̄c + abc, 1, empty, empty
āb̄c + ābc̄ + ab̄c̄ + ab̄c, 1, empty, empty
āb̄c + ābc̄ + ab̄c̄, b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + abc, c + b̄ + ā, c + b̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄, c + b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄, c̄ + b̄ + ā, c̄ + ā, c̄ + b̄
āb̄c + ābc̄ + ab̄c̄ + abc̄ + abc, 1, empty, empty
āb̄c + ābc̄ + ab̄c̄ + abc̄, 1, empty, empty
āb̄c + ābc̄ + ab̄c̄, c̄ + b̄ + ā, empty, empty
āb̄c + ābc̄ + ab̄c̄ + abc, 1, empty, empty
āb̄c + ābc̄ + ab̄c̄, 1, empty, empty
āb̄c + ābc̄, ā, ā, empty
āb̄c + ābc̄ + abc, bc + ā, bc + ā, empty
āb̄c + ābc̄, ā, ā, empty
āb̄c + ābc̄ + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c + ābc̄ + abc̄ + abc, c̄ + b + ā, b + ā, empty
āb̄c + ābc̄ + abc̄, c̄ + b + ā, b + ā, c̄ + ā
āb̄c + ābc̄, c̄ + ā, ā, empty
āb̄c + ābc̄ + abc, c̄ + b + ā, b + ā, empty
āb̄c + ābc̄, c̄ + b + ā, ā, empty
āb̄c + ābc̄ + ab̄c, b̄ + ā, b̄ + ā, empty
āb̄c + ābc̄ + ab̄c + abc, c + b̄ + ā, c + ā, empty
āb̄c + ābc̄ + ab̄c, c + b̄ + ā, b̄ + ā, c + ā
āb̄c + ābc̄ + ab̄c + abc̄, c̄ + b̄ + ā, c̄ + b̄, empty
āb̄c + ābc̄ + ab̄c + abc̄ + abc, 1, empty, empty
āb̄c + ābc̄ + ab̄c + abc̄, 1, empty, empty
āb̄c + ābc̄ + ab̄c, c̄ + b̄ + ā, b̄ + ā, c̄ + b̄
āb̄c + ābc̄ + ab̄c + abc, 1, empty, empty
āb̄c + ābc̄ + ab̄c, 1, empty, empty
āb̄c + ābc̄, b̄ + ā, ā, empty
āb̄c + ābc̄ + abc, c + b̄ + ā, c + ā, empty
āb̄c + ābc̄, c + b̄ + ā, ā, empty
āb̄c + ābc̄ + abc̄, c̄ + b̄ + ā, c̄ + ā, c̄ + b̄
āb̄c + ābc̄ + abc̄ + abc, 1, empty, empty
āb̄c + ābc̄ + abc̄, 1, empty, empty
āb̄c + ābc̄, c̄ + b̄ + ā, ā, c̄ + b̄
āb̄c + ābc̄ + abc, 1, empty, empty
āb̄c + ābc̄, 1, empty, empty
āb̄c, āb̄, āb̄, empty
āb̄c + abc, āb̄ + abc, āb̄ + abc, empty
āb̄c, āb̄, āb̄, empty
āb̄c + abc̄, bc̄ + āb̄, bc̄ + āb̄, empty
āb̄c + abc̄ + abc, bc̄ + āb̄ + ab, āb̄ + ab, empty
āb̄c + abc̄, bc̄ + āb̄ + ab, āb̄ + ab, bc̄ + āb̄
āb̄c, āb̄, āb̄, empty
āb̄c + abc, āb̄ + ab, āb̄ + ab, empty
āb̄c, āb̄, āb̄, empty
āb̄c + ab̄c, b̄c + āb̄, b̄c, empty
āb̄c + ab̄c + abc, b̄c + āb̄ + ac, āb̄ + ac, b̄c + ac
āb̄c + ab̄c, b̄c + āb̄ + ac, āb̄ + ac, b̄c
āb̄c + ab̄c + abc̄, b̄c + bc̄ + āb̄, b̄c + bc̄, empty
āb̄c + ab̄c + abc̄ + abc, b̄c + bc̄ + āb̄ + ac + ab, empty, empty
āb̄c + ab̄c + abc̄, b̄c + bc̄ + āb̄ + ac + ab, empty, empty
āb̄c + ab̄c, b̄c + āb̄, b̄c, empty
āb̄c + ab̄c + abc, b̄c + āb̄ + ac + ab, empty, empty
āb̄c + ab̄c, b̄c + āb̄ + ac, āb̄ + ac, b̄c
āb̄c, b̄c + āb̄, āb̄, b̄c
āb̄c + abc, b̄c + āb̄ + ac, āb̄ + ac, b̄c + ac
āb̄c, b̄c + āb̄, āb̄, b̄c
āb̄c + abc̄, b̄c + bc̄ + āb̄, bc̄ + āb̄, b̄c + bc̄
āb̄c + abc̄ + abc, b̄c + bc̄ + āb̄ + ac + ab, empty, empty
āb̄c + abc̄, b̄c + bc̄ + āb̄ + ab, empty, empty
āb̄c, b̄c + āb̄, āb̄, b̄c
āb̄c + abc, b̄c + āb̄ + ac + ab, empty, empty
āb̄c, b̄c + āb̄, āb̄, b̄c
āb̄c + ab̄c̄, b̄c̄ + āb̄, b̄c̄ + āb̄, empty
āb̄c + ab̄c̄ + abc, b̄c̄ + āb̄ + abc, b̄c̄ + āb̄ + abc, empty
āb̄c + ab̄c̄, b̄c̄ + āb̄, b̄c̄ + āb̄, empty
āb̄c + ab̄c̄ + abc̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + ab̄c̄ + abc̄ + abc, c̄ + āb̄ + ab, c̄ + āb̄ + ab, empty
āb̄c + ab̄c̄ + abc̄, c̄ + āb̄ + ab, c̄ + āb̄, empty
āb̄c + ab̄c̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + ab̄c̄ + abc, c̄ + āb̄ + ab, c̄ + āb̄ + ab, empty
āb̄c + ab̄c̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + ab̄c̄ + ab̄c, b̄, b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc, b̄ + ac, b̄ + ac, empty
āb̄c + ab̄c̄ + ab̄c, b̄ + ac, b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc̄ + abc, c̄ + b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄ + ab̄c + abc̄, c̄ + b̄ + a, b̄ + a, c̄ + b̄
āb̄c + ab̄c̄ + ab̄c, c̄ + b̄, b̄, empty
āb̄c + ab̄c̄ + ab̄c + abc, c̄ + b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄ + ab̄c, c̄ + b̄ + a, b̄, empty
āb̄c + ab̄c̄, b̄, b̄, empty
āb̄c + ab̄c̄ + abc, b̄ + ac, b̄ + ac, empty
āb̄c + ab̄c̄, b̄, b̄, empty
āb̄c + ab̄c̄ + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ab̄c̄ + abc̄ + abc, c̄ + b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄ + abc̄, c̄ + b̄ + a, b̄ + a, c̄ + b̄
āb̄c + ab̄c̄, c̄ + b̄, b̄, empty
āb̄c + ab̄c̄ + abc, c̄ + b̄ + a, b̄ + a, empty
āb̄c + ab̄c̄, c̄ + b̄ + a, b̄, empty
āb̄c, āb̄, āb̄, empty
āb̄c + abc, āb̄ + abc, āb̄ + abc, empty
āb̄c, āb̄, āb̄, empty
āb̄c + abc̄, c̄ + āb̄, c̄ + āb̄, empty
āb̄c + abc̄ + abc, c̄ + āb̄ + ab, āb̄ + ab, empty
āb̄c + abc̄, c̄ + āb̄ + ab, āb̄ + ab, c̄ + āb̄
āb̄c, āb̄, āb̄, empty
āb̄c + abc, āb̄ + ab, āb̄ + ab, empty
āb̄c, āb̄, āb̄, empty
āb̄c + ab̄c, b̄, b̄, empty
āb̄c + ab̄c + abc, b̄ + ac, b̄ + ac, empty
āb̄c + ab̄c, b̄ + ac, b̄, empty
āb̄c + ab̄c + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + ab̄c + abc̄ + abc, c̄ + b̄ + a, b̄ + a, empty
āb̄c + ab̄c + abc̄, c̄ + b̄ + a, b̄ + a, c̄ + b̄
āb̄c + ab̄c, b̄, b̄, empty
āb̄c + ab̄c + abc, b̄ + a, b̄ + a, empty
āb̄c + ab̄c, b̄ + a, b̄, empty
āb̄c, b̄, b̄, empty
āb̄c + abc, b̄ + ac, b̄ + ac, empty
āb̄c, b̄, b̄, empty
āb̄c + abc̄, c̄ + b̄, c̄ + b̄, empty
āb̄c + abc̄ + abc, c̄ + b̄ + a, b̄ + a, empty
āb̄c + abc̄, c̄ + b̄ + a, b̄ + a, c̄ + b̄
āb̄c, b̄, b̄, empty
āb̄c + abc, b̄ + a, b̄ + a, empty
āb̄c, b̄, b̄, empty
āb̄c + ābc, ā, ā, empty
āb̄c + ābc + abc, bc + ā, bc + ā, empty
āb̄c + ābc, bc + ā, ā, empty
āb̄c + ābc + abc̄, bc̄ + ā, bc̄ + ā, empty
āb̄c + ābc + abc̄ + abc, b + ā, b + ā, empty
āb̄c + ābc + abc̄, b + ā, b + ā, empty
āb̄c + ābc, ā, ā, empty
āb̄c + ābc + abc, b + ā, b + ā, empty
āb̄c + ābc, b + ā, ā, empty
āb̄c + ābc + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c + ābc + ab̄c + abc, c + ā, c, empty
āb̄c + ābc + ab̄c, c + ā, c, empty
āb̄c + ābc + ab̄c + abc̄, b̄c + bc̄ + ā, b̄c + bc̄ + ā, empty
āb̄c + ābc + ab̄c + abc̄ + abc, c + b + ā, c + b, empty
āb̄c + ābc + ab̄c + abc̄, c + b + ā, c + b, empty
āb̄c + ābc + ab̄c, b̄c + ā, b̄c + ā, empty
āb̄c + ābc + ab̄c + abc, c + b + ā, c, empty
āb̄c + ābc + ab̄c, c + b + ā, c, empty
āb̄c + ābc, b̄c + ā, ā, empty
āb̄c + ābc + abc, c + ā, c, empty
āb̄c + ābc, c + ā, ā, c
āb̄c + ābc + abc̄, b̄c + bc̄ + ā, bc̄ + ā, empty
āb̄c + ābc + abc̄ + abc, c + b + ā, b + ā, c + b
āb̄c + ābc + abc̄, c + b + ā, b + ā, c + b
āb̄c + ābc, b̄c + ā, ā, empty
āb̄c + ābc + abc, c + b + ā, b + ā, c
āb̄c + ābc, c + b + ā, ā, c
āb̄c + ābc + ab̄c̄, b̄c̄ + ā, b̄c̄ + ā, empty
āb̄c + ābc + ab̄c̄ + abc, b̄c̄ + bc + ā, b̄c̄ + bc + ā, empty
āb̄c + ābc + ab̄c̄, b̄c̄ + bc + ā, b̄c̄ + ā, empty
āb̄c + ābc + ab̄c̄ + abc̄, c̄ + ā, c̄ + ā, empty
āb̄c + ābc + ab̄c̄ + abc̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
āb̄c + ābc + ab̄c̄ + abc̄, c̄ + b + ā, c̄ + ā, empty
āb̄c + ābc + ab̄c̄, c̄ + ā, c̄ + ā, empty
āb̄c + ābc + ab̄c̄ + abc, c̄ + b + ā, c̄ + b + ā, empty
